Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
L'Hibiscus,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.321981,-61.788174,Plage de grande anse,97126#Deshaies,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-30,#,,"Découvrez l'Hibiscus, restaurant traditionnel créole situé sur la plage de Grande-Anse à Deshaies. Venz découvrir nos spécialités antillaises : accras, fruits de mer, poissons...",https://data.datatourisme.fr/13/b320931e-6926-3f76-8c9a-3bbf8656ffce
Koté Lagon,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.321664,-61.78793,Plage de grande anse,97126#Deshaies,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-08-26,#,,"Situé sur la plage de Grande Anse, Koté Lagon propose une cuisine créole et métissée, mettant en valeur les produits locaux dans une ambiance conviviale et musicale. Un cadre idéal pour savourer un bon repas tout en admirant la vue sur la mer et le lagon.",https://data.datatourisme.fr/13/5582b7aa-907b-3c70-9925-cd11b84ce914
Le Soleil Levant,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,15.893765,-61.223963,42 Rue de la marine,97140#Capesterre-de-Marie-Galante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-29,#http://lesoleillevant.fr/,3 étoiles#Classement officiel des hébergements touristiques,"L’Hôtel Le Soleil Levant, 3 étoiles, offre 32 chambres confortables à Marie-Galante, avec spa, salle de sport et restaurant pour un séjour détente et découverte inoubliable.",https://data.datatourisme.fr/13/6280630a-d040-3b7b-b537-b8a081c41102
Hôtel la Pointe d'Argent,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,16.260649,-61.803333,La pointe d'argent,97116#Pointe-Noire,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-27,#https://www.lapointedargent.com/,2 étoiles#Classement officiel des hébergements touristiques,"L'hôtel La Pointe d'Argent à Pointe-Noire propose une piscine extérieure, un bar-restaurant, des chambres climatisées avec balcon et un service de location de voitures. La mer est à moins de 1 km.",https://data.datatourisme.fr/13/48c7bf11-5209-308f-ab95-3d57150a7494
Caraib'Bay Hôtel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,16.31992,-61.782915,Allée du cœur  ziotte,97126#Deshaies,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-28,#https://www.caraibbayhotel.com/,3 étoiles#Classement officiel des hébergements touristiques,"Le Caraïb'Bay Hôtel, écolodge à Deshaies, propose 14 hébergements en duplex et villas, dans un cadre authentique au bord d’une des plus belles baies des Caraïbes. Profitez d’un environnement paisible et préservé, parfait pour des vacances inoubliables.",https://data.datatourisme.fr/13/12e362ae-5fa0-334d-a211-69ef83550784
Hôtel Saint-Georges,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,16.02102,-61.703745,"189, Rue Gratien Parize",97120#Saint-Claude,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-14,#https://hotelsaintgeorges.gp/,3 étoiles#Classement officiel des hébergements touristiques,"L’hôtel Saint-Georges, situé à Saint-Claude près de la Soufrière, allie architecture créole et services raffinés, un service hébergement B&B pour un séjour unique. Prestations Séminaires & Groupes. Places de parking disponibles.",https://data.datatourisme.fr/13/49d26947-9307-3ade-9b2d-dacdd5e03985
La Fourchette de Gracieuse,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,15.8807,-61.311546,"Rue Beaurenon prolongée Face du stade de, Grand-Bourg 97112, Guadeloupe",97112#Grand-Bourg,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-08-07,#,,"Ici, chaque assiette raconte une histoire, chaque saveur évoque l’âme de la Guadeloupe.",https://data.datatourisme.fr/13/7e3fe71d-a0b2-3bea-9253-d139c174414a
Majestik,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,15.881817,-61.315915,"Bd Maritime, Grand-Bourg 97112, Guadeloupe",97112#Grand-Bourg,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-08-07,#,,Escale gourmande tout au long de la journée,https://data.datatourisme.fr/13/8041d4c5-b0d8-38ce-9d42-e9b3332167b2
Le Capitaine,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,15.882043,-61.316065,"11 Rue du Fort, Grand-Bourg 97112, Guadeloupe",97112#Grand-Bourg,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-08-07,#,,Votre  pause gourmande dès l’arrivée,https://data.datatourisme.fr/13/f51ceb94-8c3f-3e05-bc26-2ae856ae4eb7
La Baleine Rouge,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,15.956365,-61.318751,"Boulevard Maritime 97134, Saint-Louis 97134, Guadeloupe",97134#Saint-Louis,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-08-13,#https://www.facebook.com/flosteph97,,La Baleine Rouge : une escale gourmande au bord de l’eau,https://data.datatourisme.fr/13/eb262c05-7d34-353e-8260-b52773df8cd1
Le Classico,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.236599,-61.653314,La Rosière,97129#Lamentin,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-08-18,#,,Le food-truck convivial,https://data.datatourisme.fr/13/4363d20c-868d-39d6-bc01-040053a163c8
Blue Wave,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.270036,-61.632013,Rue de la Balance,97129#Lamentin,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-08-19,#,,La Vague de Saveurs Créoles au Cœur du Lamentin,https://data.datatourisme.fr/13/d9cdd5ff-f327-3eac-9ce7-1eb85945f871
Spa les Alizés,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace,16.221166,-61.624875,"Chem. de Grippiere, Petit-Bourg 97170, Guadeloupe",97170#Petit-Bourg,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-08-19,#https://www.habitation-saint-charles.com/spa/?gad_source=1&gad_campaignid=20750022883&gbraid=0AAAAABQDFX4wEx2qvAsj5Tmqs0Uu555Ef&gclid=Cj0KCQjwwZDFBhCpARIsAB95qO35XFmusj8ERXzo4By11qY79ZRnXXlXthIEzndG6p7klLeiw0n5CBkaAkp6EALw_wcB,,Offrez-vous un moment suspendu au Spa Les Alizés,https://data.datatourisme.fr/13/a8b61e02-7859-34c2-9a6e-12e3e67ad51f
Will Evasion,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,16.334302,-61.696487,Port de Sainte Rose,97115#Sainte-Rose,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-09-29,#https://www.excursionecotour.com/,,Will Évasion – L’éco-aventure au cœur des mangroves,https://data.datatourisme.fr/13/45c136d2-eb79-3720-9974-4803ac998bdd
Résidence Tropicale,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,16.332799,-61.336976,l 'Autre Bord Route de la plage des Alizés,97160#Le Moule,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-10-14,#https://residencetropicale.com/,,Résidence Tropicale - en bordure de lagon / plage et d'un parc végétal- toutes commodités et activités à proximité,https://data.datatourisme.fr/13/b9b7ae2b-7419-3ba2-bf1d-78b6dc747f7b
Jardin de la Rencontre,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/Park,16.048613,-61.614542,3 impasse du Jeu de Quilles,97130#Capesterre-Belle-Eau,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-09-22,#https://www.lejardindelarencontre.com/,,Jardin de la Rencontre – Joyau naturel ensoleillé,https://data.datatourisme.fr/13/d7eb1e8a-199a-393c-9f8f-5dffe503e4cf
Chez Denis - Le Bain des Amours,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,15.990368,-61.671284,Dolé Les Bains,97113#Gourbeyre,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-10-06,#https://www.restaurant-bain-des-amours.com/,,Restaurant Chez Denis – Saveurs créoles et décor idyllique au cœur du Bain des Amours,https://data.datatourisme.fr/13/6ea1ff81-4924-3585-9d6a-061b4f589d97
Noli Jump,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace,16.295356,-61.667415,10 zAC de Nolivier,97115#Sainte-Rose,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-10-06,#https://noliparc.fr/,,"Noli Jump – Sauts, Sensations & Partage",https://data.datatourisme.fr/13/f08a3091-6a37-302d-830c-e90286218919
Phare de Vieux-Fort,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TechnicalHeritage|https://www.datatourisme.fr/ontology/core#Lighthouse,15.948235,-61.707599,156 route du Phare,97141#Vieux-Fort,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-11-25,#https://ville-vieux-fort.com/,,Phare de Vieux‑Fort – Lumière au Bout de l’Île,https://data.datatourisme.fr/13/d45921c1-113c-33a3-9f98-89fcd6d3f91c
Mana ti'Boat,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,16.410768,-61.531574,Marina de Port-Louis,97117#Port-Louis,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2026-02-05,#https://www.manati-boat.com/,,"L’aventure en mer, en toute liberté ou en excursion privatisée et pédagogique",https://data.datatourisme.fr/13/0dcd8570-4a1a-36cb-b933-dbada2597e9d
Maison Karukera,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalTouristOffice|https://www.datatourisme.fr/ontology/core#TouristInformationCenter|http://schema.org/LocalBusiness|http://schema.org/TouristInformationCenter,16.238173,-61.533402,5 square de la Banque,97110#Pointe-à-Pitre,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2026-01-08,#https://www.cg971.fr/,,Maison Karukéra – Vivez les Îles de Guadeloupe autrement !,https://data.datatourisme.fr/13/4b14fefd-f224-3c4f-af66-5b0aad914f35
Kayak du Souffleur,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,16.416798,-61.533132,Port-louis,97117#Port-Louis,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2026-01-12,#https://kayakdusouffleur.fr/,,Kayak du Souffleur – Évasion nautique à Port-Louis,https://data.datatourisme.fr/13/8e258ed2-1c66-3316-9efe-ade1a83203f7
Kristal Kayak,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace,16.166501,-61.775617,rue Emmanuel Biabiany,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2026-01-12,#https://www.kristalkayak.com/,,Kristal Kayak – Aventure kayak à Bouillante,https://data.datatourisme.fr/13/fa15c7ba-98a1-38a9-816c-0552569affc5
Alizée  Plongée,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,16.170606,-61.776224,Plage de Malendure,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-20,#https://www.alizee-plongee.com/,,Alizée Plongée vous invite à vivre une expérience unique au cœur de la Réserve Cousteau et du littoral caribéen.,https://data.datatourisme.fr/13/0a954a42-4d07-3ee7-853e-da7565235e3b
Archipel Plongée,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,16.171547,-61.776001,Plage malendure,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2024-12-17,#https://www.archipel-plongee.com/,,"Amateurs de plongée, débutants ou confirmés, vous découvrirez durant vos immersions, la richesse et la beauté exceptionnelle des fonds marins de la Guadeloupe. Nos moniteurs de notre club vous font découvrir les plus beaux récifs de Guadeloupe.",https://data.datatourisme.fr/13/203b7f10-77ba-3149-ba9d-8c475d338968
Antennaire Plongée,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,16.304783,-61.795235,Allée courbaril face à la halle aux poissons,97126#Deshaies,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-02-17,#,,"Antennaire plongée est un centre de plongée basé à Deshaies. le centre propose des découvertes, des plongées d'exploration, des formations; il est également un centre pouvant recevoir les plongeurs recycleurs l'un des seuls en Guadeloupe",https://data.datatourisme.fr/13/0f33cc72-189f-321a-af5b-44d7ac84c650
ABC Surf Club,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,16.471344,-61.513002,Plage de la chapelle,97121#Anse-Bertrand,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-23,#,,ABC Surf Club est un club de surf situé à Anse Bertrand. Des cours pour les enfants et les adultes sont proposés pour tous les niveaux. N'hésitez pas à prendre contact avec l'équipe pour plus de renseignements.,https://data.datatourisme.fr/13/de964d49-6dd3-379a-9ddc-f28da963eadd
Zion Train,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.471672,-61.511714,Plage de la chapelle,97121#Anse-Bertrand,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-30,#https://guadeloupe.net/restaurant/zion-train,,"Le restaurant Zion Train, situé sur la plage de la Chapelle avec vue sur les vagues du spot de surf et rafraîchi par les alizés, propose une cuisine créole traditionnelle tous les jours sauf le mercredi.",https://data.datatourisme.fr/13/d17c8664-f207-354b-af89-a38499920807
Azimut,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,16.269413,-61.585987,Jarry rue du débarcadère,97122#Baie-Mahault,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-23,#https://www.azimutcroisiere.com/,,Partez à l'aventure et découvrez les trésors cachés de la Guadeloupe avec une excursion sur les catamarans AZIMUT ou ID'ÎLE.,https://data.datatourisme.fr/13/2c2c56df-ed16-36b3-83c8-27254bee1cc8
