Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Gîte Sapin Zen,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.9768081681148,7.37058221957399,41 rue Schweizerberg,57620#Goetzenbruck,,,OT DU PAYS DE BITCHE,Système d’information touristique Lorrain,2026-01-05,#https://sapinzen.com/,Accueil Vélo#France Vélo Tourisme|5 étoiles#Classement officiel des hébergements touristiques|4 Clés#Clévacances|Valeurs Parc Naturel Régional#Fédération des Parcs Naturels Régionaux de France,"Vous rêvez d’une escapade relaxante en pleine nature ? Le gîte Sapin Zen vous promet une parenthèse au vert. Que ce soit Douglas, Mélèze ou Epicéa, c'est à vous de choisir laquelle de ces trois chambres conquerra votre cœur !
Le gîte est classé 5 étoiles. Il a obtenu le label Qualité MOSL et Accueil Vélo. Il est situé au cœur du Parc Naturel Régional des Vosges du Nord.

Une terrasse panoramique avec une vue imprenable sur les conifères environnants et un sauna extérieur en bois viennent prolonger cette immersion en pleine verdure. Si vous restez aux aguets vous aurez peut-être même la chance d'apercevoir un chevreuil...prince de la forêt ! 

Réservations à partir de 2 nuitées. En juillet, août, la semaine de Noël et Nouvel An : location à la semaine uniquement.",https://data.datatourisme.fr/10/ce9bc343-5247-362c-8893-83c94b33b2d0
SERENITY - La Petite Venise,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.0777081,7.3618138,18 rue de la Corneille,68000#Colmar,,,Office de tourisme de Colmar,Système d'informations touristique Alsace,2026-01-05,Serenity#http://www.serenity-colmar.fr/,5 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/5/be7b1dc0-3aee-307a-886c-ff2d9ec84a98
Meublé de Tourisme : Les Arches du Couvent,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6905325,7.3831098,37 rue du Couvent,67440#Marmoutier,,,Office de tourisme de Saverne et sa région,Système d'informations touristique Alsace,2024-02-23,Les Arches du Couvent#,5 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/5/46dd4801-d015-3fb4-825a-e3eb52672341
Villa Lepois & Spa,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6924217,6.1727672,16 rue Lepois,54000#Nancy,,,DESTINATION NANCY,Système d’information touristique Lorrain,2025-10-08,#https://revederesidence.com/,5 étoiles#Classement officiel des hébergements touristiques,"Le portail principal d’entrée de la Villa situé rue Lepois s’ouvre sur un espace extérieur au sol de bois exotique et pierre de Bourgogne vous permettant de vous détendre confortablement dans une chaise longue, l’espace canapé, les divers bancs, au pied d’un tilleul centenaire ou dans un spa extérieur bien être et thérapeutique avec différents programmes et types de massage pouvant accueillir et détendre jusqu’à 6 personnes. 

Le second portail situé Quai Claude le lorrain permettra de rentrer un véhicule et/ou de profiter des joies d’une table de tennis de table et d’un BBQ.

La porte d’entrée principale de la Villa s’ouvre sur une pièce de vie d’environ 100 m2 avec ses espaces repas, canapé, lecture, gaming et cuisine équipée, un escalier central en pierre de bourgogne desservant les deux étages supérieurs ainsi qu’une salle de bains et toilettes aménagées pour des personnes à mobilité réduite.

Aux étages supérieurs, la Villa propose une Master suite, une suite ainsi que 3 chambres double, 3 salles de bains et toilettes sont au service des occupants.

La villa peut accueillir jusqu’à 10 personnes, la fourniture du linge de maison est assurée (draps et serviettes fournis) de même que celle du gel douche, shampoing et papier-toilette.

Nettoyage réalisé par nos soins en fin de séjour (nettoyage(s) intermédiaire(s) possibles sur demande).

Parking privé fermé sur place possible (1 à 2 places selon taille du véhicule).

Petits-déjeuners sur demande.

Profitez agréablement de la Villa Lepois.

Calme et respect du voisinage requis pour le bien-être des occupants (fêtes interdites).

Vous retrouverez à proximité de la Villa supermarché, boulangerie, boucherie et station-service.

Au 1er étage,

     - Master Suite « Côté cour, côté jardin » 
(avec sa salle de bain privative douche, baignoire et toilettes)
        
 - Chambre double « Arc en ciel » 

Le pouvoir des fleurs

Au 2nd étage,

     - Suite « Love » 

De la Chambre Majorelle à la Suite Love, il n’y a qu’un pas
.
     -Chambre double « Majorelle » 

De Majorelle à Marrakech, une histoire de peintures et jardins 

      - Chambre double « Sauvage »

Sous les palmes de Majorelle

Villa proposée par Rêve de Résidence à Nancy.",https://data.datatourisme.fr/10/f75eeda6-9d63-3d57-a925-05de61ebdab3
Gîte des Pins,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6510226052134,7.23870374847947,17A rue des Pins,57850#Dabo,,,OT PAYS DE PHALSBOURG,Système d’information touristique Lorrain,2025-05-14,#https://www.airbnb.fr/rooms/777610709787889483?source_impression_id=p3_1746975728_P3B10CoOj8jQ-xPb,5 étoiles#Classement officiel des hébergements touristiques|4 Clés#Clévacances,"Chalet en bois de 80 m2, neuf, de plain pied et parfaitement équipé pouvant accueillir 4 à 6 personnes.

Le gîte, classé 5 étoiles, situé sur les hauteurs de Dabo, bénéficie d'une vue magnifique sur la vallée et point de départ de randonnées.

L'hébergement dispose d'un spacieux et lumineux séjour avec coin cuisine totalement équipé, de 2 chambres indépendantes, d'un canapé convertible, d'une salle d'eau et de WC indépendant, d'une terrasse et d'un grand jardin clôturé donnant sur la forêt.

Logement avec chauffage et climatisation.",https://data.datatourisme.fr/10/690c32c0-3b9b-3347-b03a-d0dc3a4d79ce
Meublé les jardins de Madeleine - Vanessa TIMMERS,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.3694483593221,7.42476202064086,Domaine de l'Eichelberg,67140#Bernardvillé,,,Office de tourisme du pays de Barr,Système d'informations touristique Alsace,2024-03-27,SAS JARDINS DE MADELEINE#http://les-jardins-de-madeleine.com/,5 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/5/77cd8c57-f274-3cf1-8c7f-6f310f640f21
"Villa Lombardi, 5 étoiles en Champagne avec piscine privative",https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.99306535,4.36873417,11 rue du Général de Gaulle,10340#Les Riceys,,,Office de Tourisme de la Côte des Bar en Champagne,Aube en Champagne Tourisme,2025-05-16,"Villa Lombardi, 5 étoiles en Champagne avec piscine privative#http://www.champagnelombardi.com/<>https://www.leclosdesriceys.com/",Vignobles & Découvertes#Label Vignobles & Découvertes|5 étoiles#Classement officiel des hébergements touristiques|5 épis / Luxury#Gîtes de France,,https://data.datatourisme.fr/3/415d6934-1dce-3cac-b3a1-9539e891142d
City break Les Balcons de Riquewihr - L'horizon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.1654079,7.2976367,2 rue des remparts,68340#Riquewihr,,,Office de tourisme du pays de Ribeauvillé et Riquewihr,Système d'informations touristique Alsace,2026-02-02,M Jean-Claude et Viviane KOEBERLE#https://gite-de-charme-riquewihr.fr/,5 étoiles#Classement officiel des hébergements touristiques|5 épis / Luxury#Gîtes de France,,https://data.datatourisme.fr/5/4a0839d8-3f33-3dc6-85bf-4369e0376547
City break Les Balcons de Riquewihr - Les Remparts,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.1654079,7.2976367,2 rue des remparts,68340#Riquewihr,,,Office de tourisme du pays de Ribeauvillé et Riquewihr,Système d'informations touristique Alsace,2026-02-02,M Jean-Claude et Viviane KOEBERLE#https://gite-de-charme-riquewihr.fr/,5 étoiles#Classement officiel des hébergements touristiques|5 épis / Luxury#Gîtes de France,,https://data.datatourisme.fr/5/e38ec0c0-9d64-3a7e-b431-0dfd7121c535
Chalet du Merle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.406176,7.2435871,87a rue de la Hutte-Bas,67130#Belmont,,,Office de tourisme de la vallée de la Bruche,Système d'informations touristique Alsace,2025-12-01,SARL du Merle#http://www.chalet-dumerle.com/,5 Clés#Clévacances|5 étoiles#Classement officiel des hébergements touristiques,"Spacieux chalet d’architecte de grand standing aux matériaux naturels et finitions haut de gamme. Situé en altitude et au calme, il offre une vue panoramique exceptionnelle sur les massifs environnants.",https://data.datatourisme.fr/5/09cf4f76-79e1-3eb5-a5bc-37bbec35215b
Gîte - La Loge aux Loups,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.0695207,6.8692779,9 Avenue du Maréchal De Lattre De Tassigny,88400#Gérardmer,,,OT COMMUNAUTAIRE GERARDMER HAUTES VOSGES,Système d’information touristique Lorrain,2025-12-10,#http://www.lalogeauxloups.com/,Accueil Vélo#France Vélo Tourisme|5 Clés#Clévacances|5 étoiles#Classement officiel des hébergements touristiques,"Maison contemporaine ***** pour 6 adultes et 4 enfants. Piscine intérieure à 31°, sauna, étage ""kids"", local à skis et à vélos, à 100 mètres du lac, dans un cadre arboré. Parking privé. Borne de recharge. Egologe chauffée et climatisée par géothermie.",https://data.datatourisme.fr/10/37ef361d-b9a0-336c-85d0-ef5b98021d04
Gîte la Martinerie,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|https://www.datatourisme.fr/ontology/core#PlaceOfInterest,49.354277,5.528315,10 Grande Rue,55150#Mangiennes,,,OT DES PORTES DE VERDUN,Système d’information touristique Lorrain,2026-01-29,#https://la-martinerie.fr/,5 Clés#Clévacances|5 étoiles#Classement officiel des hébergements touristiques,"La Martinerie est un gîte de tourisme exceptionnel, classé cinq étoiles, qui marie subtilement la rénovation tout en préservant sa structure d'origine et en y ajoutant une touche de modernité. Nichée dans un parc de plus d'un hectare agrémenté d'un étang, cette magnifique demeure offre un cadre paisible et enchanteur.

La capacité d'accueil de La Martinerie est de 15 personnes maximum, idéale pour garantir une expérience chaleureuse et intime pour un même groupe. Les sept chambres, décorées avec goût et mettant en avant des peintres célèbres tels que Van Gogh, Klimt et Monet, offrent un cadre unique et inspirant. Elles se répartissent en trois lits doubles et sept lits simples, offrant ainsi une variété d'options pour les hôtes. 

La cuisine entièrement équipée et l'existence d'un four à pain ajoutent une touche rustique et authentique à l'expérience. De plus, les hôtes peuvent profiter d'un grand vestibule accueillant un billard français d'époque et un piano quart de queue Playel, offrant ainsi un espace élégant et raffiné pour les amateurs de musique et de divertissement.  Rappelant les après-midis et les soirées mondaines des siècles passés, ce mobilier créé une atmosphère empreinte d'histoire et d'élégance pour tous ceux qui le fréquentent.

Les caves ont été entièrement réaménagées pour offrir une véritable salle de cinéma équipée, un espace balnéo comprenant un sauna, un jacuzzi en accès libre et un espace détente avec un baby-foot et des fléchettes.

À l'extérieur, les visiteurs peuvent se détendre, faire un barbecue, organiser une partie de pétanque et profiter de jeux d'extérieur tels que les échecs géants et le badminton. De plus, ils peuvent se promener jusqu'à et autour de l'étang, offrant ainsi une variété d'activités pour profiter de la nature environnante. 

La Martinerie a une dimension historique significative, ayant servi de quartier général à l'armée allemande pendant la Première Guerre mondiale. De plus, la présence d'un blockhaus dans le jardin ajoute une dimension historique supplémentaire à cet espace, offrant ainsi aux visiteurs une expérience unique imprégnée d'histoire. La Martinerie offre ainsi une combinaison parfaite de confort moderne, d'élégance historique et de charme naturel, créant un environnement idéal pour une escapade mémorable.

Tarifs pour 15 personnes : 
- 2 nuits minimum : 2150 € (ménage obligatoire 250 €, fourniture des draps, serviettes, peignoirs de bain) hors taxe de séjour.
- Première et deuxième nuit supplémentaires : 600 €.
- Les nuits suivantes : 400 € par nuit.

Tarif à la nuit pour 1 semaine 650 € pour 15 personnes.",https://data.datatourisme.fr/10/24d68170-b02e-3c14-b466-44db2654545a
Meublé de tourisme la Stube de Marinette,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.4671720847834,7.67882487826876,16 rue de l'église,67150#Hipsheim,,,Office de tourisme du Grand Ried,Système d'informations touristique Alsace,2023-01-25,Meublé de tourisme la Stube de Marinette#https://lastubedemarinette.com/,5 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/5/d329a7e3-3e40-35eb-b359-c3d068935440
La Melinothe,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.23634613,3.71014068,2 rue de Courmononcle 2 rue de Courmononcle (gîte),10160#Paisy-Cosdon,,,Office de Tourisme du Pays d'Othe Armance,Aube en Champagne Tourisme,2025-02-04,La Melinothe#http://www.lamelinothe.com/<>https://www.lamelinothe.com/,Gîtes de France#Gîtes de France|5 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/3/b9af27da-7c60-39fb-bfa1-dc268551b841
Les 7 Anges,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,49.2542545,4.0355162,3 bis cours Anatole France,51100#Reims,,,Reims Tourisme & Congrès,ADT de la Marne,2026-01-19,#http://www.instagram.com/7anges_reims/?hl=fr|#|#http://www.facebook.com/Les7anges/|#http://www.septanges.com/|#https://secure.reservit.com/fo/booking/2/441753/dates?specialMode=default&langcode=FR&custid=2&_ga=GA1.1.177497335.1675953400&hotelid=441753&m=booking,5 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/26/f2d5c6bc-9369-3e96-a72c-101c079d58f3
Domaine du Coulmier,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,49.2548,3.86059,4 Grande Rue,51390#Rosnay,,,Reims Tourisme & Congrès,ADT de la Marne,2025-06-02,#|#|#https://reservation.gites-de-france-marne.com/fr/reservation?roomReference=H51G020301&adults=1|#,Gîtes de France#Gîtes de France|5 épis / Luxury#Gîtes de France,,https://data.datatourisme.fr/26/a6f09c1d-720d-38fb-96b1-2f2f753615af
L'Artbanne Maison Gaia,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,49.27319,4.38955,3 Rue de Bétheniville,51490#Saint-Hilaire-le-Petit,,,Reims Tourisme & Congrès,ADT de la Marne,2025-11-21,#|#|#|#https://www.gites-de-france-marne.com/location-vacances-Gite-Saint-hilaire-le-petit-51G567.html?nbp_min=2,Vignobles & Découvertes#Label Vignobles & Découvertes|Gîtes de France#Gîtes de France|5 étoiles#Classement officiel des hébergements touristiques|5 épis / Luxury#Gîtes de France,,https://data.datatourisme.fr/26/f2c54165-b727-33fc-b802-a3553058de34
L'Artbanne Maison Hestia,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,49.27319,4.38955,3 Rue de Bétheniville,51490#Saint-Hilaire-le-Petit,,,Reims Tourisme & Congrès,ADT de la Marne,2025-11-21,#|#|#|#https://www.gites-de-france-marne.com/location-vacances-Gite-Saint-hilaire-le-petit-51G684.html?nbp_min=2,Vignobles & Découvertes#Label Vignobles & Découvertes|Gîtes de France#Gîtes de France|5 étoiles#Classement officiel des hébergements touristiques|5 épis / Luxury#Gîtes de France,,https://data.datatourisme.fr/26/33bb9947-ae16-399e-9c31-4c7e891ae878
L'Artbanne Le Domaine,http://schema.org/LodgingBusiness|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation,49.27319,4.38955,3 Rue de Bétheniville,51490#Saint-Hilaire-le-Petit,,,Reims Tourisme & Congrès,ADT de la Marne,2025-12-12,#|#|#|#https://www.gites-de-france-marne.com/location-vacances-Gite-Saint-hilaire-le-petit-51G685.html?nbp_min=2|#http://www.instagram.com/artbanne|#https://lartbanne.com/,Gîtes de France#Gîtes de France|5 épis / Luxury#Gîtes de France,,https://data.datatourisme.fr/26/d3a2c0d5-5fea-3b06-8482-2215946f0e43
Au Royaume des Bulles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.2247251,4.8094325,1 chemin de la citernay,10200#Lignol-le-Château,,,Office de Tourisme de la Côte des Bar en Champagne,Aube en Champagne Tourisme,2025-02-12,Au Royaume des Bulles#https://www.royaumedesbulles.fr/,Vignobles & Découvertes#Label Vignobles & Découvertes|5 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/3/dde51207-b6d5-391a-b14d-fef0ef740e50
Meublé de tourisme La Nuit des Sens,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.747708,6.950242,6 rue du Sandre,57830#Kerprich-aux-Bois,,,TOURISME SARREBOURG MOSELLE SUD - SITE SARREBOURG,Système d’information touristique Lorrain,2026-01-24,#https://www.lanuitdessens.fr/,5 étoiles#Classement officiel des hébergements touristiques|4 épis / Premium#Gîtes de France,"Envie d'un week-end bien-être ? Offrez-vous une expérience inoubliable dans un cadre conçu pour votre bien-être. A La Nuit des Sens, chaque détail a été soigneusement pensé pour faire de votre séjour un moment d'exception, où confort et élégance moderne se mêlent à la tranquillité de la nature environnante.",https://data.datatourisme.fr/10/fe9ced94-6f0d-3691-8eba-53610cd345a1
Villa SPA concept57,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.644719,7.1056719,1E La Valette,57560#Abreschviller,,,TOURISME SARREBOURG MOSELLE SUD - SITE SARREBOURG,Système d’information touristique Lorrain,2025-12-19,#https://www.villaconcept57.com/,5 Clés#Clévacances|5 étoiles#Classement officiel des hébergements touristiques,"Bienvenue dans notre villa spa privée, une oasis de relaxation et de raffinement, d'une capacité de 2 adultes et 2 enfants de moins de 14 ans.
Imaginez-vous plongeant dans notre piscine à débordement chauffée à 29°, se fondant harmonieusement dans le paysage environnant, et offrant une vue panoramique époustouflante sur la vallée.
Notre sauna, un véritable sanctuaire de détente avec ses pierres de sel d’Himalaya, créant une atmosphère apaisante et purifiante.
Sur la terrasse, le Jacuzzi® à débordement vous invite à profiter de l’hydrothérapie inégalés, toujours avec une vue sur la nature environnante.
Chaque détail de notre villa a été soigneusement conçu pour vous offrir une expérience luxueuse et inoubliable.",https://data.datatourisme.fr/10/0f812bcd-6e24-38f6-8f69-bb4e24c904cc
"La Maison VH - Appartement d'Hôtes ""Le 1904""",http://schema.org/Apartment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#Apartment|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,48.293304,4.068855,24 boulevard Victor Hugo,10000#Troyes,,,Office de Tourisme Troyes la Champagne,Aube en Champagne Tourisme,2024-01-10,"La Maison VH - Appartement d'Hôtes ""Le 1904""#https://la-maison-vh.fr/",5 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/3/7c5d11a0-84ae-3af1-948c-4bdacb94ff0f
Gîte La Belle Tuilière,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,49.108718,3.740451,8 Rue Gamache,51700#Vandières,,,Office de tourisme des Paysages de la Champagne,ADT de la Marne,2025-12-05,#|#http://www.facebook.com/labelletuiliere|#http://www.labelletuiliere.com/|#http://www.instagram.com/la_belle_tuiliere/|#|#https://reservation.elloha.com/?idPublication=251aca51-ea85-47ff-b4f9-ad612c4f5afa&idoi=c6ee6c12-2765-4e3a-8834-bb6a93c9124f&culture=fr-FR&searchFirstAvailableDates=1,5 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/26/b3fb21b0-391f-3579-831d-aa8434d277c6
La Villa Concorde - Suites de luxe,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.0725173,6.8615948,46 route d'Epinal,88400#Gérardmer,,,OT COMMUNAUTAIRE GERARDMER HAUTES VOSGES,Système d’information touristique Lorrain,2026-01-26,#https://www.la-villa-concorde.fr/,5 étoiles#Classement officiel des hébergements touristiques,"Résidez dans cette demeure d’exception de plus de 500 m² entièrement rénovée ! 
En privatisation avec service ou à la chambre comme en chambre d'hôte de luxe, profitez des prestations haut de gamme dans un cadre luxueux avec vue sur le lac.

Construite en 1924 par la famille Chevalier originaire de Belgique, la Villa Concorde est l’une des rares bâtisses à avoir échappé à la destruction quasi-totale de Gérardmer en 1944 par l’armée allemande.

Aujourd’hui, nous avons l’opportunité de vous proposer de résider dans cette demeure d’exception . Sa charpente à colombages, ses pièces aux volumes généreux, ses vitraux d’époque et cheminées en marbre et son parc arboré de 5000 m² vous feront, à coup sûr, succomber à son charme.

À la Villa Concorde, entièrement meublée et décorée avec goût dans un style Art Déco, entre autres avec les maisons Linvosges et Collinet, vous trouverez 5 suites modernes et lumineuses de 34 à 50 m² dont quatre avec vue sur le lac, chacune disposant de sa propre salle de bain (dont quatre sont équipées de douche/et baignoire et toilettes), d’une TV écran plat, d’un lit King-size ou Queen-size, de coffres-forts, d’un bureau, et d’un petit coin salon.

Détendez-vous face au lac dans l’espace bain bouillonnant, dans le sauna ou la piscine extérieure de juin à septembre.",https://data.datatourisme.fr/10/c32e07ba-68d6-3b97-ba28-bf7733f8f98f
